158757627,15566335
15566335,34669212
34669212,38553323
38553323,89874933
89874933,120084757
120084757,122823713
122823713,25376226
25376226,166930796
166930796,132619529
121067967,100919142
100919142,16716817
16716817,106705634
106705634,114416186
114416186,181324461
181324461,173781173
173781173,171583188
171583188,170738166
170738166,46658743
46658743,118254617
118254617,168630363
168630363,24809195
24809195,189107140
189107140,136915429
136915429,66395521
66395521,115367265
115367265,128253965
128253965,69743928
69743928,127802899
127802899,18164216
18164216,87466805
87466805,167682734
167682734,68896671
68896671,15120509
15120509,120349718
120349718,99673585
99673585,116606858
116606858,17967347
17967347,47588660
47588660,157612972
157612972,112260918
112260918,115123545
115123545,93861305
93861305,126310745
126310745,75275183
75275183,76846292
76846292,69008156
69008156,81878714
81878714,17737140
17737140,109591319
109591319,15255447
15255447,108329109
108329109,129234833
129234833,48995903
48995903,128776702
128776702,20141055
20141055,39334337
39334337,53082467
53082467,130435404
130435404,85620622
85620622,78037529
78037529,65082484
65082484,94639413
94639413,155074359
155074359,77414154
77414154,100219540
100219540,14932732
14932732,98865700
98865700,117678295
117678295,66536013
66536013,83531968
83531968,112232903
112232903,70095631
70095631,104813125
104813125,37304080
37304080,16061414
16061414,44539887
44539887,47276035
143878720,169659543
169659543,46504468
58037627,103738321
103738321,164799077
164799077,85944318
85944318,158931042
158931042,131686879
131686879,65104473
65104473,154512932
154512932,104285369
160382928,128698830
128698830,94674574
139352074,59096925
59096925,41352977
41352977,74684502
129463188,129465548
129465548,129466308
129466308,129464914
129464914,126939384
126939384,126944792
103916637,91589734
91589734,17123653
17123653,22880555
117824139,110647534
110647534,36813278
36813278,144359926
144359926,17276361
17276361,156374579
156374579,134889958
134889958,178808746
178808746,165502389
165502389,18202031
18202031,46306338
46306338,128914258
135716574,79572008
79572008,106617406
106617406,166262702
212689625,52324386
52324386,170303619
170303619,51718232
51718232,144120845
144120845,169921398
169921398,172567303
172567303,131263904
131263904,116253486
116253486,170641466
170641466,115689825
115689825,48550083
48550083,198199085
198199085,117565397
117565397,164410222
164410222,168012700
168012700,96623892
96623892,124649370
124649370,165716183
165716183,45482407
45482407,134289287
134289287,135028677
135028677,66665356
66665356,39639459
39639459,119801281
119801281,139643437
139643437,173581746
173581746,174732529
174732529,162554097
162554097,177711299
177711299,214659893
214659893,153792446
153792446,140381371
140381371,39309386
39309386,103726386
103726386,139915924
139915924,90499678
90499678,138882574
138882574,122307124
122307124,128964107
128964107,178804520
178804520,88142132
88142132,29909615
29909615,121614501
121614501,109693222
109693222,35564038
35564038,41214391
41214391,167711814
167711814,29961480
29961480,92823576
92823576,172279867
172279867,162841057
162841057,163696006
163696006,149166781
149166781,126257877
126257877,155682703
155682703,171762687
171762687,167074339
167074339,130673377
130673377,153308506
153308506,146110365
146110365,154677148
154677148,90295634
90295634,147501529
147501529,84712887
84712887,165170674
165170674,71270371
71270371,144608319
144608319,148142427
148142427,155279505
155279505,93300230
93300230,75759212
75759212,112176582
112176582,112211267
112211267,143949831
143949831,116858368
116858368,120860048
120860048,181020467
181020467,182116250
182116250,163493305
163493305,83417954
83417954,145811931
145811931,176761304
176761304,37298741
37298741,164016299
164016299,152366958
152366958,174806607
174806607,143807161
143807161,121186482
121186482,28008596
28008596,146089320
146089320,25861820
25861820,185602760
185602760,120344714
120344714,163662416
163662416,177184516
177184516,144222600
144222600,173938695
173938695,163554007
