180,900000000
311,900000000
569,900000000
90,900000000
199,900000000
321,900000000
2264,900000000
600,900000000
276,900000000
268,900000000
1432,900000000
703,900000000
1735,900000000
956,900000000
665,900000000
1795,900000000
430,900000000
185,900000000
1726,900000000
4085,900000000
2321,900000000
4086,900000000
598,900000000
3021,900000000
331,900000000
2712,900000000
6,900000000
4312,900000000
727,900000000
1394,900000000
303,900000000
179,900000000
1388,900000000
1825,900000000
1922,900000000
954,900000001
73,900000001
295,900000001
2178,900000001
148,900000001
3274,900000001
3752,900000001
4477,900000002
4493,900000002
1041,900000002
4420,900000002
4478,900000002
3367,900000002
1149,900000003
1278,900000003
1484,900000003
1296,900000003
1178,900000003
1282,900000003
1198,900000003
0,900000003
481,900000003
3050,900000003
2317,900000003
1441,900000003
3915,900000003
2201,900000003
2579,900000003
1064,900000003
991,900000004
1443,900000004
726,900000004
1431,900000004
258,900000004
3375,900000004
1190,900000004
1758,900000004
4070,900000004
0,900000005
177,900000005
258,900000005
3161,900000005
728,900000005
656,900000005
180,900000006
262,900000006
705,900000006
235,900000006
321,900000006
1872,900000006
1570,900000006
1264,900000007
57,900000007
795,900000007
936,900000007
798,900000007
2851,900000008
205,900000008
912,900000008
1872,900000008
235,900000008
1307,900000009
417,900000009
463,900000009
464,900000009
497,900000009
512,900000010
0,900000010
287,900000010
1997,900000010
1506,900000010
569,900000010
311,900000010
1208,900000010
703,900000010
200,900000010
182,900000010
1102,900000010
44,900000010
1535,900000010
1619,900000010
589,900000010
332,900000010
1235,900000010
432,900000010
2616,900000010
1363,900000010
1442,900000010
218,900000010
1524,900000010
115,900000010
417,900000011
1668,900000011
839,900000011
2568,900000011
3370,900000011
191,900000011
639,900000011
929,900000011
789,900000012
1833,900000012
185,900000012
560,900000012
558,900000012
311,900000013
1047,900000013
1581,900000013
264,900000013
94,900000013
205,900000014
2040,900000014
912,900000014
539,900000014
4305,900000014
80,900000015
3100,900000015
2119,900000015
2857,900000015
1768,900000015
4700,900000015
540,900000015
1378,900000016
0,900000016
1753,900000016
1814,900000016
1827,900000016
1828,900000016
4323,900000016
91,900000017
287,900000017
1008,900000017
66,900000017
742,900000017
3051,900000018
2234,900000018
3066,900000018
1484,900000018
1282,900000018
3050,900000018
2206,900000018
180,900000019
262,900000019
1307,900000019
481,900000019
1698,900000019
261,900000019
539,900000019
255,900000019
321,900000019
4171,900000019
1949,900000020
1415,900000020
337,900000020
3253,900000020
1816,900000020
832,900000020
1636,900000020
0,900000020
235,900000021
4293,900000021
4295,900000021
4296,900000021
4298,900000021
1161,900000021
4299,900000021
1621,900000021
733,900000021
4518,900000022
189,900000022
4221,900000022
10,900000022
530,900000022
3753,900000022
2001,900000022
235,900000022
3867,900000022
4164,900000022
4042,900000022
4105,900000022
502,900000023
3960,900000023
1129,900000023
571,900000023
4576,900000023
2256,900000023
528,900000023
1094,900000023
534,900000023
1165,900000023
2856,900000024
417,900000024
1581,900000024
2481,900000024
3851,900000024
390,900000024
1429,900000024
44,900000024
2799,900000024
4835,900000024
504,900000024
194,900000024
466,900000025
296,900000025
465,900000025
311,900000025
2133,900000025
1307,900000025
2662,900000025
417,900000025
917,900000025
255,900000025
1310,900000025
393,900000025
235,900000025
66,900000026
264,900000026
267,900000026
266,900000026
704,900000026
502,900000026
4072,900000026
1463,900000026
2963,900000026
2964,900000026
