1370204,2183593
2183593,1365397
1365397,2492124
2492124,1360716
1360716,2251914
2251914,1371306
1371306,1435780
1435780,1746408
1746408,2286894
2286894,1156934
1156934,2278720
2278720,1360428
1360428,1538733
1538733,3516274
3516274,1562815
1562815,1572416
1572416,1060617
1060617,1007939
1007939,1641010
1641010,2706545
1042441,1040313
1040313,1534870
1534870,1573790
1573790,1001711
1001711,1502950
1502950,1175628
1175628,1707658
1707658,1121451
1121451,3365854
3365854,1370965
1370965,1000305
1000305,1196418
1196418,2150874
2150874,1193671
1193671,1954708
1954708,4669137
4669137,1114594
1114594,5693133
5693133,1060617
1060617,1090319
1090319,3866918
3866918,3415171
3415171,1195873
1195873,2437683
2437683,3002333
3002333,1058926
1058926,3346410
3346410,3978822
1001000,1191451
1191451,1713880
1713880,1076358
1076358,45865228
45865228,2180197
2180197,2363671
1106854,1588527
1588527,1001960
1001960,1000269
1000269,1176685
1176685,1680836
1680836,2251914
2251914,1994331
1994331,1010394
1010394,1719470
1719470,1118364
1118364,3330807
3330807,3187600
3187600,30684826
30684826,1136716
1195873,1053682
1053682,1709008
1709008,1155324
1155324,2153328
2153328,1253890
1253890,1341222
1341222,3094822
3094822,1674723
1674723,1158543
1158543,2255365
2255365,2861328
2861328,1062144
1062144,1148291
1148291,1186282
1186282,1176907
1176907,1330862
1330862,2240450
2240450,2161725
2161725,3228753
3228753,2684793
2684793,2803489
2803489,4493680
4493680,2923715
2923715,3053335
3053335,1962947
1962947,1154509
1154509,2357173
2357173,3921653
3921653,1644306
1644306,1194196
1194196,1096316
1096316,1000168
1000168,1786097
1786097,1743865
1743865,2378848
2378848,2569027
2569027,1228445
1228445,1370033
1370033,2428788
2428788,1192642
1192642,1740962
1740962,1034258
1034258,2875111
2875111,3509847
3509847,1571547
1571547,3519496
1058926,1000269
1000269,1143289
1143289,4295858
4295858,1895294
1895294,2152228
2152228,1806325
1806325,1117300
1117300,1036741
1036741,1130017
1130017,1000142
1000142,2654065
2654065,37830407
37830407,1932734
1932734,1666733
1666733,1042340
1042340,1107431
1107431,1392256
1392256,1258031
1258031,2020203
2020203,1044356
1044356,2525012
2525012,1114611
1114611,2231768
2231768,1049853
1049853,1046735
1046735,3922881
3922881,3978822
3978822,2433779
2433779,2603819
2603819,48832794
48832794,2118980
2118980,2279400
2279400,1786266
1004784,1060007
1060007,1880969
1880969,2024660
2024660,1085884
1048417,1162130
1162130,1815332
1815332,2089142
2089142,1461700
1137595,1056033
1056033,1117423
1117423,1127281
1127281,1179426
1179426,1053682
1053682,1032428
1032428,1179952
1179952,1370965
1370965,1319573
1319573,1095949
1095949,1000553
1000553,1052440
1052440,1159798
1159798,1368740
1368740,2233292
2233292,2090959
2090959,1106854
1106854,1042441
1042441,1053821
1053821,1218141
1218141,1085155
1085155,1666733
1666733,1818117
1818117,1127213
1127213,1002103
1002103,1989241
1989241,1188345
1188345,2243813
2243813,1268619
1268619,2830063
2830063,2184056
2184056,3294896
3294896,1126381
1126381,1752929
1752929,1900185
1900185,1092703
1092703,2048690
2048690,1001021
1001021,1043608
1043608,3392195
3392195,1248571
1248571,1004702
1004702,1924404
1924404,1198752
1198752,1214750
1214750,1038749
1038749,1231041
1231041,1333992
1333992,1044397
1044397,4078617
4078617,1602735
1602735,1673109
1673109,2800096
2800096,1228183
1228183,1781046
1781046,3901265
3901265,2956191
2956191,1151609
1151609,3574803
3574803,1430796
1430796,1123660
1123660,1396295
1396295,1014235
1014235,5693133
5693133,3267253
3267253,2322386
2322386,2321073
2321073,1539073
1539073,1081597
1081597,2271536
2271536,1006276
1006276,2048436
2048436,1120991
1120991,46774756
46774756,1130727
1130727,1216758
1216758,1719897
1719897,1491149
1491149,1881635
1040313,1058420
1058420,1367059
1367059,1004332
1004332,1154882
1154882,1045388
1538733,2506539
2506539,1563045
1563045,1924404
1924404,3484065
3484065,2800096
2800096,1153024
1153024,1147850
1147850,3978822
3978822,1085884
1085884,1780592
1780592,1007939
1341094,1524768
1524768,1003080
1003080,1267105
1267105,1229607
1229607,1061944
1061944,2800096
2800096,3516274
3516274,1253818
1001711,1006301
1006301,1258708
1258708,1076358
1076358,1060617
1060617,1049877
1049877,1004689
1004689,1090051
1090051,2116608
2116608,2184056
1001655,1010013
1010013,1003853
1003853,1389319
1389319,2506539
1259029,1961989
1961989,1961843
1961843,4064223
4064223,1268454
1268454,25115697
1097726,1010923
1010923,2155874
2155874,1781395
1781395,1291550
1291550,1042441
1042441,1817340
1817340,2228644
2228644,1179381
1179381,1478221
1478221,1227618
1227618,3326228
3326228,1932734
1932734,3113055
3113055,1367059
1367059,1370119
1370119,1942928
1942928,2232717
2232717,1096224
1096224,1061873
1061873,2290188
1015747,1698194
1698194,1464940
1464940,1580621
1580621,2887314
2887314,34362098
34362098,3963538
3963538,4365457
1038070,1197449
1197449,1004332
1004332,1045388
1045388,1008049
1008049,2504303
2504303,1367059
1367059,1805585
1805585,1001711
1001711,1924404
1924404,1042441
1042441,1183882
1183882,1010923
1010923,1085571
1085571,1539280
1539280,1405556
1405556,2343999
2343999,1213093
1213093,3392249
3392249,2800096
2800096,16924383
16924383,2184056
2184056,1062144
1062144,1032588
1032588,1013185
1013185,1043435
1043435,2531213
1218261,1004165
1004165,1220926
1220926,1713880
1713880,1191451
1191451,1195824
1195824,1156367
1156367,3866918
3866918,2200032
1027565,1566590
1566590,2251914
2251914,1259297
1259297,1389319
2838157,2019394
2019394,27410341
27410341,4775265
4775265,1150428
1150428,4117247
4117247,3200887
1001711,1062144
1062144,1924404
1924404,1044397
1044397,1095991
1095991,3886756
1850292,2093056
2093056,2782050
2782050,2290840
2290840,2023722
2023722,1580568
1000430,1015265
1015265,1043435
1043435,1049746
1049746,1051877
1051877,1000461
1000461,1076083
1076083,1086021
1086021,1024207
1024207,1054066
1054066,1092868
1092868,1119660
1119660,1123344
1123344,1107186
1107186,1129936
1129936,1129465
1129465,1126757
1126757,1135418
1135418,1135148
1135148,1154298
1154298,1158026
1158026,1189448
1189448,1180420
1180420,1126381
1126381,1119254
1119254,1108731
1108731,1128221
1128221,1218412
1218412,1146542
1146542,1052753
1052753,1175969
1175969,1227360
1227360,1122147
1122147,1320747
1320747,1135887
1135887,1129420
1129420,1370235
1370235,1057620
1057620,1133419
1133419,1095914
1095914,1352072
1352072,1547732
1547732,1568335
1568335,1546971
